"sid","tech","species","tissue","involve_cancer","count_matrix_dir"
"GSE210616_GSM6433604","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433604_count.csv"
"GSE210616_GSM6433605","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433605_count.csv"
"GSE210616_GSM6433606","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433606_count.csv"
"GSE210616_GSM6433607","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433607_count.csv"
"GSE210616_GSM6433608","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433608_count.csv"
"GSE210616_GSM6433609","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433609_count.csv"
"GSE210616_GSM6433610","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433610_count.csv"
"GSE210616_GSM6433611","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433611_count.csv"
"GSE210616_GSM6433612","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433612_count.csv"
"GSE210616_GSM6433613","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433613_count.csv"
"GSE210616_GSM6433614","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433614_count.csv"
"GSE210616_GSM6433615","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433615_count.csv"
"GSE210616_GSM6433616","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433616_count.csv"
"GSE210616_GSM6433617","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433617_count.csv"
"GSE210616_GSM6433618","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433618_count.csv"
"GSE210616_GSM6433619","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433619_count.csv"
"GSE210616_GSM6433620","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433620_count.csv"
"GSE210616_GSM6433621","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433621_count.csv"
"GSE210616_GSM6433622","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433622_count.csv"
"GSE210616_GSM6433623","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433623_count.csv"
"GSE210616_GSM6433624","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433624_count.csv"
"GSE210616_GSM6433625","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433625_count.csv"
"GSE210616_GSM6433626","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433626_count.csv"
"GSE210616_GSM6433627","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433627_count.csv"
"GSE211895_GSM6505118","Visium","rattus norvegicus","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505118_count.csv"
"GSE211895_GSM6505119","Visium","rattus norvegicus","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505119_count.csv"
"GSE211895_GSM6505120","Visium","rattus norvegicus","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505120_count.csv"
"GSE211895_GSM6505121","Visium","rattus norvegicus","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505121_count.csv"
"GSE211895_GSM6505122","Visium","rattus norvegicus","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505122_count.csv"
"GSE211895_GSM6505123","Visium","rattus norvegicus","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505123_count.csv"
"GSE211895_GSM6505124","Visium","rattus norvegicus","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505124_count.csv"
"GSE211895_GSM6505125","Visium","rattus norvegicus","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505125_count.csv"
"GSE211895_GSM6505126","Visium","rattus norvegicus","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505126_count.csv"
"GSE211895_GSM6505127","Visium","rattus norvegicus","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505127_count.csv"
"GSE211895_GSM6505128","Visium","rattus norvegicus","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505128_count.csv"
"GSE211895_GSM6505129","Visium","rattus norvegicus","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505129_count.csv"
"GSE211895_GSM6505130","Visium","rattus norvegicus","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505130_count.csv"
"GSE211895_GSM6505131","Visium","rattus norvegicus","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505131_count.csv"
"GSE211895_GSM6505132","Visium","rattus norvegicus","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505132_count.csv"
"GSE211895_GSM6505133","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505133_count.csv"
"GSE211895_GSM6505134","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505134_count.csv"
"GSE211895_GSM6505135","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505135_count.csv"
"GSE211895_GSM6505136","Visium","mouse","b16f10 syngeneic tumor","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505136_count.csv"
"GSE211895_GSM6505137","Visium","mouse","b16f10 syngeneic tumor","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505137_count.csv"
"GSE211895_GSM6505138","Visium","mouse","b16f10 syngeneic tumor","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505138_count.csv"
"GSE211895_GSM6505139","Visium","mouse","b16f10 syngeneic tumor","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505139_count.csv"
"GSE211895_GSM6505140","Visium","mouse","b16f10 syngeneic tumor","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505140_count.csv"
"GSE211895_GSM6505141","Visium","mouse","b16f10 syngeneic tumor","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505141_count.csv"
"GSE211895_GSM6505142","Visium","mouse","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505142_count.csv"
"GSE211895_GSM6505143","Visium","mouse","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505143_count.csv"
"GSE211895_GSM6505144","Visium","mouse","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505144_count.csv"
"GSE211895_GSM6505145","Visium","mouse","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505145_count.csv"
"GSE211895_GSM6505146","Visium","mouse","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE211895_GSM6505146_count.csv"
"GSE212323_GSM6523976","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE212323_GSM6523976_count.csv"
"GSE212323_GSM6523977","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE212323_GSM6523977_count.csv"
"GSE212323_GSM6523978","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE212323_GSM6523978_count.csv"
"GSE212323_GSM6523979","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE212323_GSM6523979_count.csv"
"GSE212323_GSM6523980","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE212323_GSM6523980_count.csv"
"GSE212323_GSM6523981","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE212323_GSM6523981_count.csv"
"GSE212482_GSM6543813","Visium","mouse","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE212482_GSM6543813_count.csv"
"GSE212482_GSM6543814","Visium","mouse","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE212482_GSM6543814_count.csv"
"GSE212482_GSM6543815","Visium","mouse","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE212482_GSM6543815_count.csv"
"GSE212482_GSM6543816","Visium","mouse","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE212482_GSM6543816_count.csv"
"GSE212482_GSM6543817","Visium","mouse","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE212482_GSM6543817_count.csv"
"GSE212482_GSM6543818","Visium","mouse","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE212482_GSM6543818_count.csv"
"GSE212526_GSM6534007","Visium","human","undifferentiated pleomorphic sarcoma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE212526_GSM6534007_count.csv"
"GSE212526_GSM6534008","Visium","human","leiomyosarcoma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE212526_GSM6534008_count.csv"
"GSE212526_GSM6534009","Visium","human","undifferentiated pleomorphic sarcoma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE212526_GSM6534009_count.csv"
"GSE212526_GSM6534010","Visium","human","undifferentiated pleomorphic sarcoma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE212526_GSM6534010_count.csv"
"GSE213666_GSM6591749","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213666_GSM6591749_count.csv"
"GSE213688_GSM6592049","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213688_GSM6592049_count.csv"
"GSE213688_GSM6592050","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213688_GSM6592050_count.csv"
"GSE213688_GSM6592051","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213688_GSM6592051_count.csv"
"GSE213688_GSM6592052","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213688_GSM6592052_count.csv"
"GSE213688_GSM6592053","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213688_GSM6592053_count.csv"
"GSE213688_GSM6592054","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213688_GSM6592054_count.csv"
"GSE213688_GSM6592055","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213688_GSM6592055_count.csv"
"GSE213688_GSM6592056","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213688_GSM6592056_count.csv"
"GSE213688_GSM6592057","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213688_GSM6592057_count.csv"
"GSE213688_GSM6592058","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213688_GSM6592058_count.csv"
"GSE213688_GSM6592059","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213688_GSM6592059_count.csv"
"GSE213688_GSM6592060","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213688_GSM6592060_count.csv"
"GSE213688_GSM6592061","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213688_GSM6592061_count.csv"
"GSE213688_GSM6592062","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213688_GSM6592062_count.csv"
"GSE213699_GSM6592131","Visium","human","ovary","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213699_GSM6592131_count.csv"
"GSE213699_GSM6592132","Visium","human","ovary","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213699_GSM6592132_count.csv"
"GSE213699_GSM6592133","Visium","human","ovary","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213699_GSM6592133_count.csv"
"GSE213699_GSM6592134","Visium","human","ovary","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213699_GSM6592134_count.csv"
"GSE213699_GSM6592135","Visium","human","ovary","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213699_GSM6592135_count.csv"
"GSE213699_GSM6592136","Visium","human","ovary","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213699_GSM6592136_count.csv"
"GSE213699_GSM6592137","Visium","human","ovary","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213699_GSM6592137_count.csv"
"GSE213699_GSM6592138","Visium","human","ovary","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE213699_GSM6592138_count.csv"
"GSE214363_GSM6604700","Visium","mouse","skin","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214363_GSM6604700_count.csv"
"GSE214363_GSM6604701","Visium","mouse","skin","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214363_GSM6604701_count.csv"
"GSE214571_GSM6612124","Visium","human & mouse","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214571_GSM6612124_count.csv"
"GSE214571_GSM6612125","Visium","human & mouse","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214571_GSM6612125_count.csv"
"GSE214571_GSM6612126","Visium","human & mouse","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214571_GSM6612126_count.csv"
"GSE214571_GSM6612127","Visium","human & mouse","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214571_GSM6612127_count.csv"
"GSE214611_GSM6613077","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214611_GSM6613077_count.csv"
"GSE214611_GSM6613078","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214611_GSM6613078_count.csv"
"GSE214611_GSM6613079","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214611_GSM6613079_count.csv"
"GSE214611_GSM6613080","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214611_GSM6613080_count.csv"
"GSE214611_GSM6613082","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214611_GSM6613082_count.csv"
"GSE214611_GSM6613083","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214611_GSM6613083_count.csv"
"GSE214611_GSM6613084","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214611_GSM6613084_count.csv"
"GSE214611_GSM6613085","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214611_GSM6613085_count.csv"
"GSE214611_GSM6613086","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214611_GSM6613086_count.csv"
"GSE214611_GSM6613088","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214611_GSM6613088_count.csv"
"GSE214611_GSM6613089","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE214611_GSM6613089_count.csv"
"GSE217058_GSM6704280","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE217058_GSM6704280_count.csv"
"GSE217058_GSM6704281","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE217058_GSM6704281_count.csv"
"GSE217058_GSM6704282","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE217058_GSM6704282_count.csv"
"GSE217058_GSM6704283","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE217058_GSM6704283_count.csv"
"GSE217058_GSM6704284","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE217058_GSM6704284_count.csv"
"GSE217058_GSM6704285","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE217058_GSM6704285_count.csv"
"GSE217058_GSM6704286","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE217058_GSM6704286_count.csv"
"GSE217058_GSM6704287","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE217058_GSM6704287_count.csv"
"GSE217414_GSM6716963","Visium","human","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE217414_GSM6716963_count.csv"
"GSE217414_GSM6716964","Visium","human","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE217414_GSM6716964_count.csv"
"GSE217414_GSM6716965","Visium","human","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE217414_GSM6716965_count.csv"
"GSE217414_GSM6716966","Visium","human","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE217414_GSM6716966_count.csv"
"GSE217843_GSM6727528","Visium","mouse","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE217843_GSM6727528_count.csv"
"GSE217843_GSM6727529","Visium","mouse","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE217843_GSM6727529_count.csv"
"GSE218537_GSM6751446","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE218537_GSM6751446_count.csv"
"GSE218537_GSM6751447","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE218537_GSM6751447_count.csv"
"GSE220218_GSM6796864","Visium","pig","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE220218_GSM6796864_count.csv"
"GSE220218_GSM6796865","Visium","pig","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE220218_GSM6796865_count.csv"
"GSE220218_GSM6796866","Visium","pig","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE220218_GSM6796866_count.csv"
"GSE220218_GSM6796867","Visium","pig","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE220218_GSM6796867_count.csv"
"GSE220978_GSM6833484","Visium","human","mouth","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE220978_GSM6833484_count.csv"
"GSE220978_GSM6833485","Visium","human","mouth","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE220978_GSM6833485_count.csv"
"GSE220978_GSM6833486","Visium","human","mouth","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE220978_GSM6833486_count.csv"
"GSE220978_GSM6833487","Visium","human","mouth","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE220978_GSM6833487_count.csv"
"GSE221359_GSM6859066","Visium","mouse","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221359_GSM6859066_count.csv"
"GSE221359_GSM6859067","Visium","mouse","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221359_GSM6859067_count.csv"
"GSE221359_GSM6859068","Visium","mouse","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221359_GSM6859068_count.csv"
"GSE221359_GSM6859069","Visium","mouse","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221359_GSM6859069_count.csv"
"GSE221359_GSM6859070","Visium","mouse","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221359_GSM6859070_count.csv"
"GSE221359_GSM6859071","Visium","mouse","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221359_GSM6859071_count.csv"
"GSE221359_GSM6859072","Visium","mouse","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221359_GSM6859072_count.csv"
"GSE221359_GSM6859073","Visium","mouse","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221359_GSM6859073_count.csv"
"GSE221571_GSM6886495","Visium","mouse","bone","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221571_GSM6886495_count.csv"
"GSE221571_GSM6886496","Visium","mouse","bone","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221571_GSM6886496_count.csv"
"GSE221571_GSM6886497","Visium","mouse","bone","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221571_GSM6886497_count.csv"
"GSE221571_GSM6886498","Visium","mouse","bone","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221571_GSM6886498_count.csv"
"GSE221571_GSM6886499","Visium","mouse","bone","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221571_GSM6886499_count.csv"
"GSE221571_GSM6886500","Visium","mouse","bone","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221571_GSM6886500_count.csv"
"GSE221571_GSM6886501","Visium","mouse","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221571_GSM6886501_count.csv"
"GSE221571_GSM6886502","Visium","mouse","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221571_GSM6886502_count.csv"
"GSE221571_GSM6886503","Visium","mouse","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221571_GSM6886503_count.csv"
"GSE221571_GSM6886504","Visium","mouse","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221571_GSM6886504_count.csv"
"GSE221571_GSM6886505","Visium","mouse","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221571_GSM6886505_count.csv"
"GSE221571_GSM6886506","Visium","mouse","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221571_GSM6886506_count.csv"
"GSE221571_GSM6886507","Visium","mouse","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221571_GSM6886507_count.csv"
"GSE221571_GSM6886508","Visium","mouse","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE221571_GSM6886508_count.csv"
"GSE222410_GSM6922983","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222410_GSM6922983_count.csv"
"GSE222410_GSM6922984","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222410_GSM6922984_count.csv"
"GSE222410_GSM6922985","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222410_GSM6922985_count.csv"
"GSE222410_GSM6922986","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222410_GSM6922986_count.csv"
"GSE222410_GSM6922987","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222410_GSM6922987_count.csv"
"GSE222410_GSM6922988","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222410_GSM6922988_count.csv"
"GSE222410_GSM6922989","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222410_GSM6922989_count.csv"
"GSE222410_GSM6922990","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222410_GSM6922990_count.csv"
"GSE222410_GSM6922991","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222410_GSM6922991_count.csv"
"GSE222410_GSM6922992","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222410_GSM6922992_count.csv"
"GSE222410_GSM6922993","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222410_GSM6922993_count.csv"
"GSE222410_GSM6922994","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222410_GSM6922994_count.csv"
"GSE222410_GSM6922995","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222410_GSM6922995_count.csv"
"GSE222410_GSM6922996","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222410_GSM6922996_count.csv"
"GSE222410_GSM6922997","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222410_GSM6922997_count.csv"
"GSE222410_GSM6922998","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222410_GSM6922998_count.csv"
